Code,Price,24hr Price Change,24hr % Change,24hr Low,24hr High,24hr Trading Volume,24hr Trading Volume % Change,Market Dominance,Market Rank,Market Cap,Fully Diluted Market Cap,Yesterday Low,Yesterday High,Yesterday Open,Yesterday Close,Yesterday Volume,7 Day Low,7 Day High,30 Day Low,30 Day High,90 Day Low,90 Day High,52 Week Low,52 Week High,All Time High,All Time High %,All Time Low,All Time Low %,Return on Investment,Cirulating Supply,Total Supply,Max Supply,About,Link
CKB,$0.01116,$0.0004479,4.18%,$0.01018,$0.01144,"$20,924,437.95",12.49%,,,,,$0.01012,$0.01134,$0.01064,$0.01089,"$25,709,177.15",$0.009076,$0.01734,$0.005574,$0.01734,$0.003477,$0.01734,$0.002565,$0.01734,$0.01734,35.62%,$0.002565,335.15%,22.83%,"24,138,264,925 CKB","31,147,449,145 CKB",No Data,"The live Nervos Network price today is $0.011164 USD with a 24-hour trading volume of $20,924,438 USD. Nervos Network is up 4.18% in the last 24 hours. The current CoinMarketCap ranking is #128, with a live market cap of $269,469,470 USD. It has a circulating supply of 24,138,264,925 CKB coins and the max. supply is not available.The top exchanges for trading in Nervos Network are currently Binance, Huobi Global, BiKi, CoinTiger, and HitBTC. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/nervos-network/
CVC,$0.4013,$0.02718,7.26%,$0.3553,$0.4084,"$52,489,136.84",39.27%,,,,,$0.3553,$0.4120,$0.3726,$0.3858,"$91,368,552.73",$0.3092,$0.4120,$0.1529,$0.5870,$0.07636,$0.5870,$0.01081,$0.5870,$1.66,75.86%,$0.01081,3611.15%,148.87%,"670,000,000 CVC","1,000,000,000 CVC",No Data,"The live Civic price today is $0.401272 USD with a 24-hour trading volume of $52,489,137 USD. Civic is up 7.26% in the last 24 hours. The current CoinMarketCap ranking is #130, with a live market cap of $268,852,194 USD. It has a circulating supply of 670,000,000 CVC coins and the max. supply is not available.The top exchanges for trading in Civic are currently Binance, Huobi Global, OKEx, VCC Exchange, and Upbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/civic/
SCRT,$3.30,$0.1009,3.15%,$3.15,$3.47,"$3,051,695.71",41.43%,,,,,$3.09,$3.54,$3.42,$3.28,"$5,138,212.47",$2.51,$4.21,$1.11,$5.38,$0.3629,$5.38,$0.2554,$5.38,$5.38,38.68%,$0.2554,1191.57%,411.15%,"69,703,477 SCRT","178,273,936 SCRT","176,306,272 SCRT","The live Secret price today is $3.30 USD with a 24-hour trading volume of $3,051,696 USD. Secret is up 3.15% in the last 24 hours. The current CoinMarketCap ranking is #133, with a live market cap of $229,942,980 USD. It has a circulating supply of 69,703,477 SCRT coins and a max. supply of 176,306,272 SCRT coins.The top exchanges for trading in Secret are currently Binance, CoinEx, Hotbit, and ATOMARS. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/secret/
SXP,$2.67,$0.4378,19.64%,$2.12,$2.73,"$414,199,621.98",98.56%,,,,,$2.12,$2.38,$2.25,$2.23,"$188,710,022.79",$1.84,$2.73,$1.20,$3.77,$0.5770,$3.77,$0.1610,$5.01,$5.02,46.92%,$0.1610,1556.31%,1233.1%,"87,536,975 SXP","289,612,084 SXP","289,266,978 SXP","The live Swipe price today is $2.67 USD with a 24-hour trading volume of $414,199,622 USD. Swipe is up 19.64% in the last 24 hours. The current CoinMarketCap ranking is #132, with a live market cap of $233,425,371 USD. It has a circulating supply of 87,536,975 SXP coins and a max. supply of 289,266,978 SXP coins.The top exchanges for trading in Swipe are currently Binance, ZG.com, CoinTiger, FTX, and VCC Exchange. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/swipe/
MAID,$0.4822,$0.07592,18.69%,$0.4220,$0.4883,"$1,293,954.00",138.92%,,,,,$0.4015,$0.4537,$0.4113,$0.4503,"$633,743.18",$0.3442,$0.4883,$0.3208,$0.4883,$0.2249,$0.4883,$0.03609,$0.4883,$1.20,59.76%,$0.004059,11778.84%,3137.72%,"452,552,412 MAID","452,552,412 MAID",No Data,"The live MaidSafeCoin price today is $0.482188 USD with a 24-hour trading volume of $1,293,954 USD. MaidSafeCoin is up 18.69% in the last 24 hours. The current CoinMarketCap ranking is #135, with a live market cap of $218,215,379 USD. It has a circulating supply of 452,552,412 MAID coins and the max. supply is not available.",https://coinmarketcap.com/currencies/maidsafecoin/
INJ,$13.86,$0.8232,6.31%,$12.75,$13.97,"$30,800,840.33",13.48%,,,,,$12.75,$13.85,$13.54,$13.12,"$34,999,820.56",$10.95,$14.65,$9.88,$18.06,$1.43,$18.06,$0.6557,$18.06,$18.06,23.25%,$0.6557,2013.87%,3357.28%,"15,664,662 INJ","100,000,000 INJ","100,000,000 INJ","The live Injective Protocol price today is $13.86 USD with a 24-hour trading volume of $30,800,840 USD. Injective Protocol is up 6.31% in the last 24 hours. The current CoinMarketCap ranking is #136, with a live market cap of $217,113,879 USD. It has a circulating supply of 15,664,662 INJ coins and a max. supply of 100,000,000 INJ coins.The top exchanges for trading in Injective Protocol are currently Binance, Huobi Global, Upbit, VCC Exchange, and BiONE. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/injective-protocol/
ANT,$5.25,$0.8157,18.38%,$4.26,$6.04,"$222,772,359.18",547.12%,,,,,$4.13,$6.04,$4.35,$5.38,"$137,404,652.31",$3.56,$6.04,$3.56,$7.48,$2.60,$7.48,$0.4114,$11.45,$11.45,54.11%,$0.2855,1740.38%,253.61%,"39,609,523 ANT","39,609,524 ANT",No Data,"The live Aragon price today is $5.25 USD with a 24-hour trading volume of $222,772,359 USD. Aragon is up 18.38% in the last 24 hours. The current CoinMarketCap ranking is #137, with a live market cap of $208,083,206 USD. It has a circulating supply of 39,609,523 ANT coins and the max. supply is not available.The top exchanges for trading in Aragon are currently Binance, Huobi Global, OKEx, HBTC, and BiKi. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/aragon/
MCM,$0.2853,$0.03760,15.18%,$0.1481,$0.4452,"$1,072.82",2347.98%,,,,,$0.07276,$0.4946,$0.3221,$0.3535,$62.56,$0.07276,$0.8693,$0.01507,$0.8693,$0.01294,$0.8693,$0.007213,$0.8693,$0.8693,67.19%,$0.007213,3854.42%,628.07%,"8,194,074 MCM","79,533,882 MCM",No Data,"The live Mochimo price today is $0.285251 USD with a 24-hour trading volume of $1,072.82 USD. Mochimo is up 15.18% in the last 24 hours. The current CoinMarketCap ranking is #1171, with a live market cap of $2,337,372 USD. It has a circulating supply of 8,194,074 MCM coins and the max. supply is not available.The top exchanges for trading in Mochimo are currently CITEX, and VinDAX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/mochimo/
XMON,"$2,008.91",$345.51,20.77%,"$1,536.21","$2,037.43","$109,938.41",166.00%,,,,,"$1,536.21","$1,965.70","$1,924.97","$1,567.45","$69,350.30","$1,478.72","$2,685.07","$1,249.63","$2,924.44","$1,249.63","$2,924.44","$1,249.63","$2,924.44","$2,924.44",31.31%,"$1,249.63",60.76%,,"1,495 XMON","10,000 XMON","10,000 XMON","The live XMON price today is $2,008.91 USD with a 24-hour trading volume of $109,938 USD. XMON is up 20.77% in the last 24 hours. The current CoinMarketCap ranking is #1093, with a live market cap of $3,003,157 USD. It has a circulating supply of 1,495 XMON coins and a max. supply of 10,000 XMON coins.",https://coinmarketcap.com/currencies/xmon/
DMST,$0.05148,$0.006449,14.32%,$0.04105,$0.05585,"$1,224,913.22",19.70%,,,,,$0.03493,$0.04914,$0.03575,$0.04578,"$1,163,354.90",$0.02403,$0.05585,$0.01700,$0.06265,$0.01539,$0.1023,$0.004468,$0.1833,$0.1833,71.92%,$0.004468,1052.18%,37.86%,"56,000,000 DMST","100,000,000 DMST","100,000,000 DMST","The live DMScript price today is $0.051475 USD with a 24-hour trading volume of $1,224,913 USD. DMScript is up 14.32% in the last 24 hours. The current CoinMarketCap ranking is #1105, with a live market cap of $2,882,607 USD. It has a circulating supply of 56,000,000 DMST coins and a max. supply of 100,000,000 DMST coins.The top exchanges for trading in DMScript are currently Hoo, Bilaxy, ProBit Exchange, and Hotbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/dmscript/
VIN,$0.005044,$0.0004864,10.67%,$0.002695,$0.005588,"$232,222.41",14.35%,,,,,$0.003209,$0.005476,$0.004623,$0.004465,"$272,474.38",$0.001717,$0.005588,$0.001648,$0.005835,$0.001095,$0.006915,$0.0007469,$0.007041,$0.01941,74.01%,$0.0007428,578.97%,2.63%,"590,108,901 VIN","840,108,901 VIN","840,108,901 VIN","The live VINchain price today is $0.005044 USD with a 24-hour trading volume of $232,222 USD. VINchain is up 10.67% in the last 24 hours. The current CoinMarketCap ranking is #1098, with a live market cap of $2,976,343 USD. It has a circulating supply of 590,108,901 VIN coins and a max. supply of 840,108,901 VIN coins.",https://coinmarketcap.com/currencies/vinchain/
HLC,$0.007118,$0.002169,43.82%,$0.001544,$0.008025,"$21,989.33",82.40%,,,,,$0.001544,$0.008102,$0.003292,$0.007182,"$191,624.67",$0.001544,$0.008586,$0.001544,$0.009934,$0.001544,$0.01393,$0.0002908,$0.01393,$0.5149,98.62%,$0.0002908,2347.70%,98.49%,"389,009,995 HLC","1,000,000,000 HLC",No Data,"The live HalalChain price today is $0.007118 USD with a 24-hour trading volume of $21,989.33 USD. HalalChain is up 43.82% in the last 24 hours. The current CoinMarketCap ranking is #1121, with a live market cap of $2,769,036 USD. It has a circulating supply of 389,009,995 HLC coins and the max. supply is not available.The top exchanges for trading in HalalChain are currently ZB.COM, ProBit Exchange, and CoinEgg. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/halalchain/
EVED,$0.2455,$0.05164,26.64%,$0.1895,$0.2533,"$3,852,998.90",44.17%,,,,,$0.1742,$0.2104,$0.1948,$0.1932,"$3,098,297.37",$0.1226,$0.2533,$0.03818,$0.7033,$0.01880,$0.7033,$0.001880,$0.7033,$0.7033,65.10%,$0.0009645,25351.20%,178.96%,"14,171,690 EVED","17,756,590 EVED","17,756,589 EVED","The live Evedo price today is $0.245482 USD with a 24-hour trading volume of $3,852,999 USD. Evedo is up 26.64% in the last 24 hours. The current CoinMarketCap ranking is #1061, with a live market cap of $3,478,893 USD. It has a circulating supply of 14,171,690 EVED coins and a max. supply of 17,756,589 EVED coins.The top exchanges for trading in Evedo are currently Uniswap (V2), and BitForex. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/evedo/
COT,$0.0001668,$0.00002523,17.82%,$0.0001363,$0.0001764,"$75,205.95",64.26%,,,,,$0.0001363,$0.0001633,$0.0001372,$0.0001461,"$47,064.78",$0.00004566,$0.0002849,$0.00004566,$0.0007735,$0.00003642,$0.0007735,$0.00001314,$0.0007735,$0.0007735,78.44%,$0.000004310,3770.09%,192.35%,"18,886,520,618 COT","20,000,000,000 COT",No Data,"The live CoTrader price today is $0.000167 USD with a 24-hour trading volume of $75,205.95 USD. CoTrader is up 17.82% in the last 24 hours. The current CoinMarketCap ranking is #1098, with a live market cap of $3,150,289 USD. It has a circulating supply of 18,886,520,618 COT coins and the max. supply is not available.The top exchanges for trading in CoTrader are currently Hoo, Uniswap (V2), Hotbit, and Bancor Network. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/cotrader/
TFB,$0.001197,$0.00003837,3.31%,$0.001100,$0.001225,"$414,774.67",36.67%,,,,,$0.001100,$0.001202,$0.001179,$0.001142,"$340,113.87",$0.001056,$0.001317,$0.0003176,$0.001845,$0.0003176,$0.001845,$0.00007040,$0.001845,$0.001845,35.10%,$0.00007040,1600.68%,489.91%,"2,357,575,089 TFB","6,357,575,089 TFB",No Data,"The live TrueFeedBack price today is $0.001197 USD with a 24-hour trading volume of $414,775 USD. TrueFeedBack is up 3.31% in the last 24 hours. The current CoinMarketCap ranking is #1110, with a live market cap of $2,822,673 USD. It has a circulating supply of 2,357,575,089 TFB coins and the max. supply is not available.The top exchanges for trading in TrueFeedBack are currently Hotbit, Bithumb Global, and IDEX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/truefeedback/
ETHV,$0.2074,$0.03170,18.05%,$0.1650,$0.2120,"$39,811.51",3.56%,,,,,$0.1650,$0.2251,$0.1953,$0.1729,"$37,790.23",$0.1271,$0.2251,$0.07803,$0.3080,$0.06720,$0.3080,$0.06720,$1.39,$1.39,85.09%,$0.06720,208.56%,68.32%,"13,988,756 ETHV","39,974,644 ETHV","40,000,000 ETHV","The live Ethverse price today is $0.207352 USD with a 24-hour trading volume of $39,811.51 USD. Ethverse is up 18.05% in the last 24 hours. The current CoinMarketCap ranking is #1100, with a live market cap of $2,900,599 USD. It has a circulating supply of 13,988,756 ETHV coins and a max. supply of 40,000,000 ETHV coins.The top exchanges for trading in Ethverse are currently Hoo, and Hotbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/ethverse/
KAT,$0.001333,$0.00007087,5.61%,$0.001204,$0.001368,"$132,130.86",41.40%,,,,,$0.001204,$0.001321,$0.001300,$0.001246,"$95,275.30",$0.001103,$0.001368,$0.0008878,$0.004059,$0.0007707,$0.004844,$0.0002865,$0.004844,$0.03625,96.32%,$0.0002865,365.28%,95.57%,"2,187,206,123 KAT","3,100,000,000 KAT","5,000,000,000 KAT","The live Kambria price today is $0.001333 USD with a 24-hour trading volume of $132,131 USD. Kambria is up 5.61% in the last 24 hours. The current CoinMarketCap ranking is #1101, with a live market cap of $2,915,788 USD. It has a circulating supply of 2,187,206,123 KAT coins and a max. supply of 5,000,000,000 KAT coins.The top exchanges for trading in Kambria are currently KuCoin, DragonEX, Hotbit, Coinall, and Binance DEX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/kambria/
BNF,$0.009364,$0.0002695,2.96%,$0.008552,$0.009822,"$1,586,082.30",8.76%,,,,,$0.008320,$0.009350,$0.008413,$0.009150,"$1,573,078.75",$0.006155,$0.01125,$0.001242,$0.01683,$0.0006494,$0.01683,$0.0004890,$0.01683,$0.01683,44.36%,$0.0004890,1814.87%,,"297,418,335 BNF","981,249,999 BNF","981,249,999 BNF","The live BonFi price today is $0.009364 USD with a 24-hour trading volume of $1,586,082 USD. BonFi is up 2.96% in the last 24 hours. The current CoinMarketCap ranking is #1109, with a live market cap of $2,785,107 USD. It has a circulating supply of 297,418,335 BNF coins and a max. supply of 981,249,999 BNF coins.The top exchanges for trading in BonFi are currently Uniswap (V2), Bilaxy, Bibox, and ProBit Exchange. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/bonfi/
XLA,$0.0002907,$0.00005314,22.36%,$0.0002329,$0.0003052,"$6,065.51",12.64%,,,,,$0.0002179,$0.0002643,$0.0002402,$0.0002437,"$5,655.99",$0.0001548,$0.0003053,$0.0001077,$0.0004007,$0.00006579,$0.0004007,$0.00001355,$0.0004007,$0.001728,83.17%,$0.00001355,2045.73%,79.84%,"9,741,829,259 XLA","13,541,829,259 XLA",No Data,"The live Scala price today is $0.000291 USD with a 24-hour trading volume of $6,065.51 USD. Scala is up 22.36% in the last 24 hours. The current CoinMarketCap ranking is #1106, with a live market cap of $2,832,408 USD. It has a circulating supply of 9,741,829,259 XLA coins and the max. supply is not available.",https://coinmarketcap.com/currencies/scala/
PASC,$0.08564,$-0.001024,1.18%,$0.08077,$0.08815,"$76,922.07",3.41%,,,,,$0.08391,$0.09254,$0.09113,$0.08728,"$74,381.62",$0.07765,$0.1045,$0.03747,$0.3786,$0.02760,$0.3786,$0.01152,$0.3786,$5.70,98.50%,$0.002442,3407.03%,3405.71%,"33,807,875 PASC","33,807,875 PASC","42,000,000 PASC","The live Pascal price today is $0.085635 USD with a 24-hour trading volume of $76,922.07 USD. Pascal is down 1.18% in the last 24 hours. The current CoinMarketCap ranking is #1099, with a live market cap of $2,895,141 USD. It has a circulating supply of 33,807,875 PASC coins and a max. supply of 42,000,000 PASC coins.The top exchanges for trading in Pascal are currently Bilaxy, TOKOK, Finexbox, ViteX, and qTrade. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/pascal/
OLT,$0.006270,$-0.0002267,3.49%,$0.005512,$0.006770,"$374,679.10",30.19%,,,,,$0.005380,$0.006990,$0.005641,$0.006666,"$525,125.70",$0.003850,$0.008236,$0.003038,$0.008236,$0.002848,$0.008236,$0.001645,$0.01869,$0.06646,90.56%,$0.001645,281.10%,84.36%,"443,132,639 OLT","1,000,000,000 OLT",No Data,"The live OneLedger price today is $0.006270 USD with a 24-hour trading volume of $374,679 USD. OneLedger is down 3.49% in the last 24 hours. The current CoinMarketCap ranking is #1111, with a live market cap of $2,778,663 USD. It has a circulating supply of 443,132,639 OLT coins and the max. supply is not available.The top exchanges for trading in OneLedger are currently KuCoin, BitMax, CoinEx, and Hotbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/oneledger/
NBX,$0.03626,$0.001517,4.37%,$0.03362,$0.03690,"$102,278.00",11.04%,,,,,$0.03362,$0.03644,$0.03585,$0.03459,"$94,065.06",$0.03071,$0.03691,$0.02195,$0.03801,$0.01782,$0.04074,$0.01174,$0.08124,$0.1162,68.78%,$0.01175,208.68%,35.99%,"77,152,833 NBX","77,566,446 NBX","100,000,000 NBX","The live Netbox Coin price today is $0.036261 USD with a 24-hour trading volume of $102,278 USD. Netbox Coin is up 4.37% in the last 24 hours. The current CoinMarketCap ranking is #1108, with a live market cap of $2,797,642 USD. It has a circulating supply of 77,152,833 NBX coins and a max. supply of 100,000,000 NBX coins.The top exchanges for trading in Netbox Coin are currently CoinTiger, Hotbit, STEX, and Crex24. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/netbox-coin/
MGO,$0.02744,$-0.0002382,0.86%,$0.02743,$0.02788,"$3,366,835.21",34.55%,,,,,$0.02337,$0.02952,$0.02778,$0.02744,"$2,622,415.48",$0.02116,$0.04217,$0.006317,$0.05901,$0.00006927,$0.09275,$0.000002540,$0.09275,$9.85,99.72%,$0.000002540,1080039.90%,98.88%,"99,996,877 MGO","99,996,877 MGO",No Data,"The live MobileGo price today is $0.027436 USD with a 24-hour trading volume of $3,366,835 USD. MobileGo is down 0.86% in the last 24 hours. The current CoinMarketCap ranking is #1114, with a live market cap of $2,743,470 USD. It has a circulating supply of 99,996,877 MGO coins and the max. supply is not available.The top exchanges for trading in MobileGo are currently DigiFinex, Bitfinex, BitForex, and Huobi Korea. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/mobilego/
VDG,$0.0002607,$-0.0001660,38.91%,$0.0001445,$0.0005292,"$216,149.00",34.22%,,,,,$0.0004051,$0.0004876,$0.0004068,$0.0004626,"$158,766.35",$0.0001445,$0.0005292,$0.0001445,$0.0005428,$0.0001445,$0.0007867,$0.00006634,$0.0009179,$0.009766,97.33%,$0.00006425,305.72%,96.51%,"9,107,273,019 VDG","50,000,000,000 VDG",No Data,"The live VeriDocGlobal price today is $0.000261 USD with a 24-hour trading volume of $216,149 USD. VeriDocGlobal is down 38.91% in the last 24 hours. The current CoinMarketCap ranking is #1163, with a live market cap of $2,374,041 USD. It has a circulating supply of 9,107,273,019 VDG coins and the max. supply is not available.",https://coinmarketcap.com/currencies/veridocglobal/
